local_authority,member,meeting_date,motion,vote,source_status,join_status
Carlow,William Quinn,May 2026,"Resolution: Motion Defeated Opinion of the Chief Executive - Proposed Material Alteration No. 19 The rationale underpinning the recommendation outlined in the submissions from the TII, the NTA and the OPR for Pr",against,text,printed_form
Carlow,Adrienne Wallace,May 2026,"Resolution: Motion Defeated Opinion of the Chief Executive - Proposed Material Alteration No. 19 The rationale underpinning the recommendation outlined in the submissions from the TII, the NTA and the OPR for Pr",abstain,text,resolved
Carlow,Ben Ward,May 2026,"Resolution: Motion Defeated Opinion of the Chief Executive - Proposed Material Alteration No. 19 The rationale underpinning the recommendation outlined in the submissions from the TII, the NTA and the OPR for Pr",against,text,resolved
Carlow,Fergal Browne,May 2026,"We the Members of Carlow County Council having considered Proposed Variation No. 3 to the Carlow County Development Plan 2022-2028 (as varied) to incorporate the Tullow District Town Plan, the Proposed Material Altera",against,text,resolved
Carlow,John Cassin,May 2026,"We the Members of Carlow County Council having considered Proposed Variation No. 3 to the Carlow County Development Plan 2022-2028 (as varied) to incorporate the Tullow District Town Plan, the Proposed Material Altera",abstain,text,resolved
Carlow,Andrea Dalton,May 2026,"We the Members of Carlow County Council having considered Proposed Variation No. 3 to the Carlow County Development Plan 2022-2028 (as varied) to incorporate the Tullow District Town Plan, the Proposed Material Altera",against,text,resolved
Carlow,Jim Deane,May 2026,"We the Members of Carlow County Council having considered Proposed Variation No. 3 to the Carlow County Development Plan 2022-2028 (as varied) to incorporate the Tullow District Town Plan, the Proposed Material Altera",against,text,resolved
Carlow,Paul Doogue,May 2026,"We the Members of Carlow County Council having considered Proposed Variation No. 3 to the Carlow County Development Plan 2022-2028 (as varied) to incorporate the Tullow District Town Plan, the Proposed Material Altera",against,text,resolved
Carlow,Michael Doran,May 2026,"We the Members of Carlow County Council having considered Proposed Variation No. 3 to the Carlow County Development Plan 2022-2028 (as varied) to incorporate the Tullow District Town Plan, the Proposed Material Altera",against,text,resolved
Carlow,Andy Gladney,May 2026,"We the Members of Carlow County Council having considered Proposed Variation No. 3 to the Carlow County Development Plan 2022-2028 (as varied) to incorporate the Tullow District Town Plan, the Proposed Material Altera",against,text,resolved
Carlow,Thomas Kinsella,May 2026,"We the Members of Carlow County Council having considered Proposed Variation No. 3 to the Carlow County Development Plan 2022-2028 (as varied) to incorporate the Tullow District Town Plan, the Proposed Material Altera",against,text,resolved
Carlow,Ken Murnane,May 2026,"We the Members of Carlow County Council having considered Proposed Variation No. 3 to the Carlow County Development Plan 2022-2028 (as varied) to incorporate the Tullow District Town Plan, the Proposed Material Altera",against,text,resolved
Carlow,Charlie Murphy,May 2026,"We the Members of Carlow County Council having considered Proposed Variation No. 3 to the Carlow County Development Plan 2022-2028 (as varied) to incorporate the Tullow District Town Plan, the Proposed Material Altera",against,text,resolved
Carlow,Brian O’Donoghue,May 2026,"We the Members of Carlow County Council having considered Proposed Variation No. 3 to the Carlow County Development Plan 2022-2028 (as varied) to incorporate the Tullow District Town Plan, the Proposed Material Altera",against,text,resolved
Carlow,William Paton,May 2026,"We the Members of Carlow County Council having considered Proposed Variation No. 3 to the Carlow County Development Plan 2022-2028 (as varied) to incorporate the Tullow District Town Plan, the Proposed Material Altera",against,text,resolved
Carlow,Daniel Pender,May 2026,"We the Members of Carlow County Council having considered Proposed Variation No. 3 to the Carlow County Development Plan 2022-2028 (as varied) to incorporate the Tullow District Town Plan, the Proposed Material Altera",against,text,resolved
Carlow,John Pender,May 2026,"We the Members of Carlow County Council having considered Proposed Variation No. 3 to the Carlow County Development Plan 2022-2028 (as varied) to incorporate the Tullow District Town Plan, the Proposed Material Altera",against,text,resolved
Carlow,Fintan Phelan,May 2026,"We the Members of Carlow County Council having considered Proposed Variation No. 3 to the Carlow County Development Plan 2022-2028 (as varied) to incorporate the Tullow District Town Plan, the Proposed Material Altera",against,text,resolved
Carlow,William Quinn,May 2026,"We the Members of Carlow County Council having considered Proposed Variation No. 3 to the Carlow County Development Plan 2022-2028 (as varied) to incorporate the Tullow District Town Plan, the Proposed Material Altera",against,text,printed_form
Carlow,Adrienne Wallace,May 2026,"We the Members of Carlow County Council having considered Proposed Variation No. 3 to the Carlow County Development Plan 2022-2028 (as varied) to incorporate the Tullow District Town Plan, the Proposed Material Altera",abstain,text,resolved
Carlow,Ben Ward,May 2026,"We the Members of Carlow County Council having considered Proposed Variation No. 3 to the Carlow County Development Plan 2022-2028 (as varied) to incorporate the Tullow District Town Plan, the Proposed Material Altera",against,text,resolved
Carlow,Fergal Browne,May 2026,"resolution, to make Variation No. 3, as recommended by the Chief Executive at the Council Meeting on 11th May 2026 on the proposal of Councillor B. Ward, seconded by Councillor J. Pender, with 16 members voting in fav",for,text,resolved
Carlow,John Cassin,May 2026,"resolution, to make Variation No. 3, as recommended by the Chief Executive at the Council Meeting on 11th May 2026 on the proposal of Councillor B. Ward, seconded by Councillor J. Pender, with 16 members voting in fav",abstain,text,resolved
Carlow,Andrea Dalton,May 2026,"resolution, to make Variation No. 3, as recommended by the Chief Executive at the Council Meeting on 11th May 2026 on the proposal of Councillor B. Ward, seconded by Councillor J. Pender, with 16 members voting in fav",for,text,resolved
Carlow,Jim Deane,May 2026,"resolution, to make Variation No. 3, as recommended by the Chief Executive at the Council Meeting on 11th May 2026 on the proposal of Councillor B. Ward, seconded by Councillor J. Pender, with 16 members voting in fav",for,text,resolved
Carlow,Paul Doogue,May 2026,"resolution, to make Variation No. 3, as recommended by the Chief Executive at the Council Meeting on 11th May 2026 on the proposal of Councillor B. Ward, seconded by Councillor J. Pender, with 16 members voting in fav",for,text,resolved
Carlow,Michael Doran,May 2026,"resolution, to make Variation No. 3, as recommended by the Chief Executive at the Council Meeting on 11th May 2026 on the proposal of Councillor B. Ward, seconded by Councillor J. Pender, with 16 members voting in fav",for,text,resolved
Carlow,Andy Gladney,May 2026,"resolution, to make Variation No. 3, as recommended by the Chief Executive at the Council Meeting on 11th May 2026 on the proposal of Councillor B. Ward, seconded by Councillor J. Pender, with 16 members voting in fav",for,text,resolved
Carlow,Thomas Kinsella,May 2026,"resolution, to make Variation No. 3, as recommended by the Chief Executive at the Council Meeting on 11th May 2026 on the proposal of Councillor B. Ward, seconded by Councillor J. Pender, with 16 members voting in fav",for,text,resolved
Carlow,Ken Murnane,May 2026,"resolution, to make Variation No. 3, as recommended by the Chief Executive at the Council Meeting on 11th May 2026 on the proposal of Councillor B. Ward, seconded by Councillor J. Pender, with 16 members voting in fav",for,text,resolved
Carlow,Charlie Murphy,May 2026,"resolution, to make Variation No. 3, as recommended by the Chief Executive at the Council Meeting on 11th May 2026 on the proposal of Councillor B. Ward, seconded by Councillor J. Pender, with 16 members voting in fav",for,text,resolved
Carlow,Brian O’Donoghue,May 2026,"resolution, to make Variation No. 3, as recommended by the Chief Executive at the Council Meeting on 11th May 2026 on the proposal of Councillor B. Ward, seconded by Councillor J. Pender, with 16 members voting in fav",for,text,resolved
Carlow,William Paton,May 2026,"resolution, to make Variation No. 3, as recommended by the Chief Executive at the Council Meeting on 11th May 2026 on the proposal of Councillor B. Ward, seconded by Councillor J. Pender, with 16 members voting in fav",for,text,resolved
Carlow,Daniel Pender,May 2026,"resolution, to make Variation No. 3, as recommended by the Chief Executive at the Council Meeting on 11th May 2026 on the proposal of Councillor B. Ward, seconded by Councillor J. Pender, with 16 members voting in fav",for,text,resolved
Carlow,John Pender,May 2026,"resolution, to make Variation No. 3, as recommended by the Chief Executive at the Council Meeting on 11th May 2026 on the proposal of Councillor B. Ward, seconded by Councillor J. Pender, with 16 members voting in fav",for,text,resolved
Carlow,Fintan Phelan,May 2026,"resolution, to make Variation No. 3, as recommended by the Chief Executive at the Council Meeting on 11th May 2026 on the proposal of Councillor B. Ward, seconded by Councillor J. Pender, with 16 members voting in fav",for,text,resolved
Carlow,William Quinn,May 2026,"resolution, to make Variation No. 3, as recommended by the Chief Executive at the Council Meeting on 11th May 2026 on the proposal of Councillor B. Ward, seconded by Councillor J. Pender, with 16 members voting in fav",for,text,printed_form
Carlow,Adrienne Wallace,May 2026,"resolution, to make Variation No. 3, as recommended by the Chief Executive at the Council Meeting on 11th May 2026 on the proposal of Councillor B. Ward, seconded by Councillor J. Pender, with 16 members voting in fav",abstain,text,resolved
Carlow,Ben Ward,May 2026,"resolution, to make Variation No. 3, as recommended by the Chief Executive at the Council Meeting on 11th May 2026 on the proposal of Councillor B. Ward, seconded by Councillor J. Pender, with 16 members voting in fav",for,text,resolved
Carlow,Fergal Browne,February 2026,"We the members of Carlow County Council in accordance with Standing Orders, approve the continuation of the meeting until 6.30pm. 7.0 Any other business with the consent of the Cathaoirleach/Aon gnó eile le haon",absent,text,resolved
